동별,연령별,항목,2022 년
창신2동,65~69세,외국인,21
창신2동,70~74세,계,448
창신2동,70~74세,한국인,439
창신2동,70~74세,외국인,9
창신2동,75~79세,계,338
창신2동,75~79세,한국인,333
창신2동,75~79세,외국인,5
창신2동,80~84세,계,251
창신2동,80~84세,한국인,250
창신2동,80~84세,외국인,1
창신2동,85~89세,계,113
창신2동,85~89세,한국인,110
창신2동,85~89세,외국인,3
창신2동,90~94세,계,40
창신2동,90~94세,한국인,40
창신2동,90~94세,외국인,0
창신2동,95~99세,계,8
창신2동,95~99세,한국인,8
창신2동,95~99세,외국인,0
창신2동,100세 이상,계,0
창신2동,100세 이상,한국인,0
창신2동,100세 이상,외국인,0
창신3동,계,계,6606
창신3동,계,한국인,6449
창신3동,계,외국인,157
창신3동,0~4세,계,154
창신3동,0~4세,한국인,150
창신3동,0~4세,외국인,4
창신3동,5~9세,계,181
창신3동,5~9세,한국인,176
창신3동,5~9세,외국인,5
창신3동,10~14세,계,208
창신3동,10~14세,한국인,205
창신3동,10~14세,외국인,3
창신3동,15~19세,계,255
창신3동,15~19세,한국인,252
창신3동,15~19세,외국인,3
창신3동,20~24세,계,380
창신3동,20~24세,한국인,338
창신3동,20~24세,외국인,42
창신3동,25~29세,계,551
창신3동,25~29세,한국인,520
창신3동,25~29세,외국인,31
창신3동,30~34세,계,496
창신3동,30~34세,한국인,480
창신3동,30~34세,외국인,16
창신3동,35~39세,계,439
창신3동,35~39세,한국인,426
창신3동,35~39세,외국인,13
창신3동,40~44세,계,429
창신3동,40~44세,한국인,414
창신3동,40~44세,외국인,15
창신3동,45~49세,계,424
창신3동,45~49세,한국인,417
창신3동,45~49세,외국인,7
창신3동,50~54세,계,637
창신3동,50~54세,한국인,629
창신3동,50~54세,외국인,8
창신3동,55~59세,계,582
창신3동,55~59세,한국인,577
창신3동,55~59세,외국인,5
창신3동,60~64세,계,617
창신3동,60~64세,한국인,615
창신3동,60~64세,외국인,2
창신3동,65~69세,계,444
창신3동,65~69세,한국인,443
창신3동,65~69세,외국인,1
창신3동,70~74세,계,268
창신3동,70~74세,한국인,267
창신3동,70~74세,외국인,1
창신3동,75~79세,계,218
창신3동,75~79세,한국인,218
창신3동,75~79세,외국인,0
창신3동,80~84세,계,191
창신3동,80~84세,한국인,190
창신3동,80~84세,외국인,1
창신3동,85~89세,계,92
창신3동,85~89세,한국인,92
창신3동,85~89세,외국인,0
창신3동,90~94세,계,35
창신3동,90~94세,한국인,35
창신3동,90~94세,외국인,0
창신3동,95~99세,계,5
창신3동,95~99세,한국인,5
창신3동,95~99세,외국인,0
창신3동,100세 이상,계,0
창신3동,100세 이상,한국인,0
창신3동,100세 이상,외국인,0
숭인1동,계,계,6057
숭인1동,계,한국인,5769
숭인1동,계,외국인,288
숭인1동,0~4세,계,90
숭인1동,0~4세,한국인,84
숭인1동,0~4세,외국인,6
숭인1동,5~9세,계,135
숭인1동,5~9세,한국인,126
숭인1동,5~9세,외국인,9
숭인1동,10~14세,계,158
숭인1동,10~14세,한국인,156
숭인1동,10~14세,외국인,2
숭인1동,15~19세,계,204
숭인1동,15~19세,한국인,198
숭인1동,15~19세,외국인,6
숭인1동,20~24세,계,349
숭인1동,20~24세,한국인,295
숭인1동,20~24세,외국인,54
숭인1동,25~29세,계,473
숭인1동,25~29세,한국인,433
숭인1동,25~29세,외국인,40
숭인1동,30~34세,계,455
숭인1동,30~34세,한국인,424
숭인1동,30~34세,외국인,31
숭인1동,35~39세,계,400
숭인1동,35~39세,한국인,370
숭인1동,35~39세,외국인,30
숭인1동,40~44세,계,408
숭인1동,40~44세,한국인,388
숭인1동,40~44세,외국인,20
숭인1동,45~49세,계,481
숭인1동,45~49세,한국인,455
숭인1동,45~49세,외국인,26
숭인1동,50~54세,계,581
숭인1동,50~54세,한국인,553
숭인1동,50~54세,외국인,28
숭인1동,55~59세,계,560
숭인1동,55~59세,한국인,540
숭인1동,55~59세,외국인,20
숭인1동,60~64세,계,551
숭인1동,60~64세,한국인,541
숭인1동,60~64세,외국인,10
숭인1동,65~69세,계,391
숭인1동,65~69세,한국인,386
숭인1동,65~69세,외국인,5
숭인1동,70~74세,계,308
숭인1동,70~74세,한국인,307
숭인1동,70~74세,외국인,1
숭인1동,75~79세,계,216
숭인1동,75~79세,한국인,216
숭인1동,75~79세,외국인,0
숭인1동,80~84세,계,183
숭인1동,80~84세,한국인,183
숭인1동,80~84세,외국인,0
숭인1동,85~89세,계,75
숭인1동,85~89세,한국인,75
숭인1동,85~89세,외국인,0
숭인1동,90~94세,계,31
숭인1동,90~94세,한국인,31
숭인1동,90~94세,외국인,0
숭인1동,95~99세,계,7
숭인1동,95~99세,한국인,7
숭인1동,95~99세,외국인,0
숭인1동,100세 이상,계,1
숭인1동,100세 이상,한국인,1
숭인1동,100세 이상,외국인,0
숭인2동,계,계,10509
숭인2동,계,한국인,9807
숭인2동,계,외국인,702
숭인2동,0~4세,계,111
숭인2동,0~4세,한국인,105
숭인2동,0~4세,외국인,6
숭인2동,5~9세,계,124
숭인2동,5~9세,한국인,120
숭인2동,5~9세,외국인,4
숭인2동,10~14세,계,143
숭인2동,10~14세,한국인,136
숭인2동,10~14세,외국인,7
숭인2동,15~19세,계,207
숭인2동,15~19세,한국인,184
숭인2동,15~19세,외국인,23
숭인2동,20~24세,계,1063
숭인2동,20~24세,한국인,815
숭인2동,20~24세,외국인,248
숭인2동,25~29세,계,1705
숭인2동,25~29세,한국인,1540
숭인2동,25~29세,외국인,165
숭인2동,30~34세,계,1221
숭인2동,30~34세,한국인,1149
숭인2동,30~34세,외국인,72
숭인2동,35~39세,계,671
숭인2동,35~39세,한국인,624
숭인2동,35~39세,외국인,47
숭인2동,40~44세,계,576
숭인2동,40~44세,한국인,554
숭인2동,40~44세,외국인,22
숭인2동,45~49세,계,586
숭인2동,45~49세,한국인,573
숭인2동,45~49세,외국인,13
숭인2동,50~54세,계,816
숭인2동,50~54세,한국인,789
숭인2동,50~54세,외국인,27
숭인2동,55~59세,계,801
숭인2동,55~59세,한국인,762
숭인2동,55~59세,외국인,39
숭인2동,60~64세,계,762
숭인2동,60~64세,한국인,747
숭인2동,60~64세,외국인,15
숭인2동,65~69세,계,635
숭인2동,65~69세,한국인,624
숭인2동,65~69세,외국인,11
숭인2동,70~74세,계,414
숭인2동,70~74세,한국인,411
숭인2동,70~74세,외국인,3
숭인2동,75~79세,계,304
숭인2동,75~79세,한국인,304
숭인2동,75~79세,외국인,0
숭인2동,80~84세,계,242
숭인2동,80~84세,한국인,242
숭인2동,80~84세,외국인,0
숭인2동,85~89세,계,87
숭인2동,85~89세,한국인,87
숭인2동,85~89세,외국인,0
숭인2동,90~94세,계,34
숭인2동,90~94세,한국인,34
숭인2동,90~94세,외국인,0
숭인2동,95~99세,계,7
숭인2동,95~99세,한국인,7
숭인2동,95~99세,외국인,0
숭인2동,100세 이상,계,0
숭인2동,100세 이상,한국인,0
숭인2동,100세 이상,외국인,0
청운효자동,계,계,11818
청운효자동,계,한국인,11628
청운효자동,계,외국인,190
청운효자동,0~4세,계,251
청운효자동,0~4세,한국인,245
청운효자동,0~4세,외국인,6
청운효자동,5~9세,계,440
청운효자동,5~9세,한국인,434
청운효자동,5~9세,외국인,6
청운효자동,10~14세,계,549
청운효자동,10~14세,한국인,542
청운효자동,10~14세,외국인,7
청운효자동,15~19세,계,567
청운효자동,15~19세,한국인,565
청운효자동,15~19세,외국인,2
청운효자동,20~24세,계,666
청운효자동,20~24세,한국인,662
청운효자동,20~24세,외국인,4
청운효자동,25~29세,계,804
청운효자동,25~29세,한국인,787
청운효자동,25~29세,외국인,17
청운효자동,30~34세,계,812
청운효자동,30~34세,한국인,799
청운효자동,30~34세,외국인,13
청운효자동,35~39세,계,783
청운효자동,35~39세,한국인,765
청운효자동,35~39세,외국인,18
청운효자동,40~44세,계,1042
청운효자동,40~44세,한국인,1008
청운효자동,40~44세,외국인,34
청운효자동,45~49세,계,1031
청운효자동,45~49세,한국인,1010
청운효자동,45~49세,외국인,21
청운효자동,50~54세,계,1042
청운효자동,50~54세,한국인,1029
청운효자동,50~54세,외국인,13
청운효자동,55~59세,계,876
청운효자동,55~59세,한국인,859
청운효자동,55~59세,외국인,17
청운효자동,60~64세,계,801
청운효자동,60~64세,한국인,786
청운효자동,60~64세,외국인,15
청운효자동,65~69세,계,618
청운효자동,65~69세,한국인,611
청운효자동,65~69세,외국인,7
청운효자동,70~74세,계,474
청운효자동,70~74세,한국인,467
청운효자동,70~74세,외국인,7
청운효자동,75~79세,계,449
청운효자동,75~79세,한국인,448
청운효자동,75~79세,외국인,1
청운효자동,80~84세,계,357
청운효자동,80~84세,한국인,355
청운효자동,80~84세,외국인,2
청운효자동,85~89세,계,184
청운효자동,85~89세,한국인,184
청운효자동,85~89세,외국인,0
청운효자동,90~94세,계,53
청운효자동,90~94세,한국인,53
청운효자동,90~94세,외국인,0
청운효자동,95~99세,계,16
청운효자동,95~99세,한국인,16
청운효자동,95~99세,외국인,0
청운효자동,100세 이상,계,3
청운효자동,100세 이상,한국인,3
청운효자동,100세 이상,외국인,0
혜화동,계,계,19392
혜화동,계,한국인,16143
혜화동,계,외국인,3249
혜화동,0~4세,계,209
혜화동,0~4세,한국인,197
혜화동,0~4세,외국인,12
혜화동,5~9세,계,364
혜화동,5~9세,한국인,358
혜화동,5~9세,외국인,6
혜화동,10~14세,계,531
혜화동,10~14세,한국인,527
혜화동,10~14세,외국인,4
혜화동,15~19세,계,1026
혜화동,15~19세,한국인,750
혜화동,15~19세,외국인,276
혜화동,20~24세,계,4172
혜화동,20~24세,한국인,2223
혜화동,20~24세,외국인,1949
혜화동,25~29세,계,2853
혜화동,25~29세,한국인,2160
혜화동,25~29세,외국인,693
혜화동,30~34세,계,1314
혜화동,30~34세,한국인,1172
혜화동,30~34세,외국인,142
혜화동,35~39세,계,887
혜화동,35~39세,한국인,826
혜화동,35~39세,외국인,61
혜화동,40~44세,계,1015
혜화동,40~44세,한국인,979
혜화동,40~44세,외국인,36
혜화동,45~49세,계,1053
혜화동,45~49세,한국인,1036
혜화동,45~49세,외국인,17
혜화동,50~54세,계,1314
혜화동,50~54세,한국인,1294
혜화동,50~54세,외국인,20
혜화동,55~59세,계,1035
혜화동,55~59세,한국인,1022
혜화동,55~59세,외국인,13
혜화동,60~64세,계,937
혜화동,60~64세,한국인,924
혜화동,60~64세,외국인,13
혜화동,65~69세,계,748
혜화동,65~69세,한국인,744
혜화동,65~69세,외국인,4
혜화동,70~74세,계,569
혜화동,70~74세,한국인,567
혜화동,70~74세,외국인,2
혜화동,75~79세,계,553
혜화동,75~79세,한국인,553
혜화동,75~79세,외국인,0
혜화동,80~84세,계,471
혜화동,80~84세,한국인,471
혜화동,80~84세,외국인,0
혜화동,85~89세,계,232
혜화동,85~89세,한국인,232
혜화동,85~89세,외국인,0
혜화동,90~94세,계,86
혜화동,90~94세,한국인,85
혜화동,90~94세,외국인,1
혜화동,95~99세,계,21
혜화동,95~99세,한국인,21
혜화동,95~99세,외국인,0
혜화동,100세 이상,계,2
혜화동,100세 이상,한국인,2
혜화동,100세 이상,외국인,0
중구,계,계,130785
중구,계,한국인,120437
중구,계,외국인,10348
중구,0~4세,계,3011
중구,0~4세,한국인,2789
중구,0~4세,외국인,222
중구,5~9세,계,3454
중구,5~9세,한국인,3175
중구,5~9세,외국인,279
중구,10~14세,계,3166
중구,10~14세,한국인,2937
중구,10~14세,외국인,229
중구,15~19세,계,3785
중구,15~19세,한국인,3385
중구,15~19세,외국인,400
중구,20~24세,계,9047
중구,20~24세,한국인,6934
중구,20~24세,외국인,2113
중구,25~29세,계,12365
중구,25~29세,한국인,10685
중구,25~29세,외국인,1680
중구,30~34세,계,11790
중구,30~34세,한국인,10746
중구,30~34세,외국인,1044
중구,35~39세,계,10046
중구,35~39세,한국인,9115
중구,35~39세,외국인,931
중구,40~44세,계,9528
중구,40~44세,한국인,8801
중구,40~44세,외국인,727
중구,45~49세,계,8586
중구,45~49세,한국인,7967
중구,45~49세,외국인,619
중구,50~54세,계,10678
중구,50~54세,한국인,10031
중구,50~54세,외국인,647
중구,55~59세,계,10023
중구,55~59세,한국인,9365
중구,55~59세,외국인,658
중구,60~64세,계,10251
중구,60~64세,한국인,9847
중구,60~64세,외국인,404
중구,65~69세,계,8401
중구,65~69세,한국인,8184
중구,65~69세,외국인,217
중구,70~74세,계,5809
중구,70~74세,한국인,5708
중구,70~74세,외국인,101
중구,75~79세,계,4587
중구,75~79세,한국인,4553
중구,75~79세,외국인,34
중구,80~84세,계,3617
중구,80~84세,한국인,3591
중구,80~84세,외국인,26
중구,85~89세,계,1784
중구,85~89세,한국인,1773
중구,85~89세,외국인,11
중구,90~94세,계,670
중구,90~94세,한국인,666
중구,90~94세,외국인,4
중구,95~99세,계,157
중구,95~99세,한국인,157
중구,95~99세,외국인,0
중구,100세 이상,계,30
중구,100세 이상,한국인,28
중구,100세 이상,외국인,2
소공동,계,계,3578
소공동,계,한국인,2244
소공동,계,외국인,1334
소공동,0~4세,계,122
소공동,0~4세,한국인,67
소공동,0~4세,외국인,55
소공동,5~9세,계,160
소공동,5~9세,한국인,93
소공동,5~9세,외국인,67
소공동,10~14세,계,153
소공동,10~14세,한국인,63
소공동,10~14세,외국인,90
소공동,15~19세,계,128
소공동,15~19세,한국인,61
소공동,15~19세,외국인,67
소공동,20~24세,계,123
소공동,20~24세,한국인,83
소공동,20~24세,외국인,40
소공동,25~29세,계,239
소공동,25~29세,한국인,170
소공동,25~29세,외국인,69
소공동,30~34세,계,370
소공동,30~34세,한국인,261
소공동,30~34세,외국인,109
소공동,35~39세,계,409
소공동,35~39세,한국인,227
소공동,35~39세,외국인,182
소공동,40~44세,계,456
소공동,40~44세,한국인,301
소공동,40~44세,외국인,155
소공동,45~49세,계,366
소공동,45~49세,한국인,210
소공동,45~49세,외국인,156
소공동,50~54세,계,315
소공동,50~54세,한국인,183
소공동,50~54세,외국인,132
소공동,55~59세,계,226
소공동,55~59세,한국인,140
소공동,55~59세,외국인,86
소공동,60~64세,계,193
소공동,60~64세,한국인,127
소공동,60~64세,외국인,66
소공동,65~69세,계,145
소공동,65~69세,한국인,110
소공동,65~69세,외국인,35
소공동,70~74세,계,77
소공동,70~74세,한국인,63
소공동,70~74세,외국인,14
소공동,75~79세,계,42
소공동,75~79세,한국인,38
소공동,75~79세,외국인,4
소공동,80~84세,계,34
소공동,80~84세,한국인,29
소공동,80~84세,외국인,5
소공동,85~89세,계,12
소공동,85~89세,한국인,11
소공동,85~89세,외국인,1
소공동,90~94세,계,4
소공동,90~94세,한국인,4
소공동,90~94세,외국인,0
소공동,95~99세,계,3
소공동,95~99세,한국인,3
소공동,95~99세,외국인,0
소공동,100세 이상,계,1
소공동,100세 이상,한국인,0
